text,label
"Baby Wet. I don't normally write reviews unless I feel strongly about them, positive or negative. I feel so strongly negative about Pampers Baby Dry that I felt compelled to write this review. These diapers leak all the time. And not just when they're full- they leak even when the diaper is brand new and dry. They leak so astoundingly bad, that it's as if there is no diaper there at all. It surprises me, because I've actually had a great experience with Pampers Cruisers. I thought Baby Dry would be just as good as the Cruisers, but that hasn't been the case. I'd imagine that because every baby's body is built a little different, different diapers will fit better than others, so not everyone will have the same experience with the same diaper. All I can say is that, for my son, Baby Dry is about as bad as they can get. I'd go with Pampers Cruisers instead.",negative
Seth Kept this movie from getting a 'ZERO' star rating!!. A truly great example - of how terrible some movies have become!! Vulgar!! Offensive. Unnessisary nudity!! I usually love Adam Sandler - and can't believe he'd stoop so low in this role. Seth is highly likeable in this - but still swears and lowers himself as well. The woman who plays Adams 'romantic interest' is mostly great - but also stoops to swearing - blantant sexuality. The writing is the worst in this movie. This awful movie is 2 hours and 22 minutes long - but only feels like 5 hours. - And I could have spent my life doing something more interesting and exciting like watching paint dry or grass grow. I suggest skipping this movie altogether!! Tragic where movies have gone to. Much has been lost!!Scott MacNeil - comedian.,negative
"Trashstas!!!!!!!. For reasons I'll never understand, someone at work gave me this ""movie"" to watch because they said I would like it. WRONG,WRONG,WRONG!!!!!!!!!!!!!! This is is just one long and sick snuff film of the lowest order. Many will like it but it really worries me that this disturbing thing is listed as Entertainment. Igrew up with slasher movies and they were call all kind of things in there time, but this one is truly just sick.",negative
"The bigger the diaper, the less it holds.... In the past year, I've come to appreciate and only purchase the Pampers brand for my growing daughter's needs. After reaching 15 months of age, however, the diaper wasn't able to keep hold up to overnight use and I started using a nighttime diaper from a different manufacturer. As grandmothers and others watch the baby, they don't know which diaper to use at which time, so I've completely switched from Pampers to another more sturdy brand that doesn't leak and doesn't cause wet mornings.",negative
"Sid does it again!. Another delightful and funny book, this time about a traveling family, bound for Humbug Mountain to find a rich relative and settle down in peace. This being a Fleischman novel, you can bet there are plenty of twists and turns along the way--and laughs to go with them. Check it out!",positive
"This book is great! Get it now! Don't hestitate!. This book was wonderful and enjoyable, just like all the other Night World books. I was so smitthen with all the books that I even composed a poem on it.This book is greatGuranteed to make your eyes go redReally, I'm not lyingyou may even go swimming",positive
"A Gem: One of the Greatest Tenors of All Time. This retrospective of Georges Thill should be snatched up by everyone who loves great singing but is unfamiliar with one of the greatest tenors France ever produced . . . indeed, one of the greatest tenors the world ever produced. Thill sings with such musicality and style that whatever he sings is filled with passion and comes across as believable.It is particularly gratifying to have examples of his Wagner roles (in French) but every cut on this album is a gem.If you love great tenor singing, I guarantee, you'll love this disc!",positive
read the fine print..... Afraid that the copy I purchased wouldn't play- must have been some small print somewhere that was missed as the copy is in Hebrew and Greek =( =( =( buyer beware,negative
"a different Kerouac. A more laid back series of tales from the life of Jack Kerouac. Very relaxing, unlike ""On the Road"". Makes you want to go climb a mountain.",positive
"It was a great love story, and that it was some great dncein. I think that PS was sooooooo fine in that movie, and that he is the best dancer that I have seen in my life time. the story touched my heart, but they both did a fabulouse job in there parts. I LOVE PATRICK SWAYZE!!!!!!!!!!!!!!!",positive
Outstanding Flavor No Calories. This is such a great product. So glad Amazon is carrying it ... Great flavor without the calories. I not only add it to my coffee but it's also great added to cake & cookie mixes (Just crush the tablets before adding to the mix) All the flavors taste terrific. LOVE IT!,positive
"Great product!. I have definitely enjoyed having this product. I would recommend this others. It keeps my drinks nice and warm. It will also heat up cool drink in 10 minutes or so. However, this product is intended to keep drinks warm that are already warm.",positive
"Most enjoyable entertainment. Quite often a second book after a very succesful first one is a dissapointment. This one isn't!Ms Reichs turns out to be a real good writer. Even though the plot is by far not as strong and tight as her first novel, the writing is good enough to keep you on the edge of your seat; by times witty, by times reflecting and a good solid portion of well written thrilling scenes.I am as a reader quite happy to share the feelings Temperance has but I am also glad that we are not taken on the long soul searching journeys that her literary rival, Kay Scarpetta, takes us all the time.I hope the third novel is just as good and highly recommend this one for a quiet weekend.",positive
Lest we forget. Pictures. These will remind you. Haunting. Sad. Heart wrenching. Moving. These words won't do it for you. The book will give you more. Over 3000 people died that day. This book will help you to never forget what happened to them and us.,positive
"A ""Mount Everest"" type read. This is a classic for a reason. The story is easy to relate to. Love, betrayal, revenge, and a fanciful use of unlimited wealth. This is quite a monumental read for any bookworm. I have not read many ""classics"" but monte cristo was one I have wanted to read for quite some time. I'm glad I did. It took a while to finish because of its length and language, but it was well worth it.",positive
"The Worst Spoof Ever!. This movie is so awful that there is not a single funny scene or line in the entire film. There are spoofs on Bridget Jones' Diary, Meet the Parents, Sweet Home Alabama, etc., but the spoofs are simply NOT FUNNY! Sometimes the spoofs are so gross (e.g. man chewing on another man's chest hair) that you want to puke, not laugh.I actually liked Scary Movie and some of its sequels, and decided to give this movie a try. Big mistake!Stupidity doesn't get any lower. This DVD isn't worth a penny!",negative
"Yeesch. I'm convinced that this is the worst movie ever made. I rented it because it sounded like it might have been remotely interesting but it wasn't even that. The story was godawful, the acting was worse and the effects were comical. So instead of purchasing this film, do yourself a favor. Take the money you were going to spend on the tape, buy a torch and a metal hanger, heat the hanger with the torch and beat yourself senseless. It would be infinately more enjoyable than watching this movie.",negative
"Compilation of ballads (with a great late night feel). This volume is a compilation of ballads taken from albums Joe Henderson recorded in the period 1992 to 1997. The music is supurb - Henderson almost whispers through his saxophone - and provides the perfect setting for a pleasant evening. Those who seek a late night CD look no further! Those who wish to explore Henderson's work of the nineties in more detail should consider buying (one of) the albums used for this compilation: ""Lush Life"", ""So Near, So Far"", ""Double Rainbow"", or ""Porgy & Bess"".",positive
"Ester. I love these converses, the only problem is I used the size guide and ordered a 7 which is supposed to be a uk 5 europe 38, however I got a massive size 40 (7) and they don't fit. Also I now live in London and can't return them. sad times :(",negative
"What was Rita's goal in this film?. Dicuss the name changes which the character of Susan White (aka Rita) undergoes as she matures into an ""educated woman"" Tell why she changes her name,and trace the various changes she undergoes as she entercounters different influences on her road to maturity.",positive
"amazing toys. Although the blacksmith is ""Knight Age"", it can be nicely mixed with other worlds like the new viking collection. A good strarting set.",positive
"Beautfiul. I loved this movie when I was a kid, and used to press 'pause' on the screen so I could drawn the Unicorn :) I think it has been re-mastered wonderfully, and I am glad it's on DVD now. Honestly, it's a MUST have for your collection ;)",positive
"Sin Disease has made an everlasting impression on the hearts and minds of many. I got the ""Sin Disease"" mc in -92, I guess, but lost it before long. After many years, I heard that the Scaterd Few drummer was going to do a concert with a band at a place in Oslo. After the concert I told him that I'd been looking for ""Sin Disease"" for many years. He was very generous and gave me a copy of this record I'm reviewing now.""Sin Disease"" is a bold and genuine and creative album. I don't like ""Jawboneofanass"", but I'd give ""Sin Disease"" five stars even if it was coupled with annoying ringtones.",positive
Great over the top kun fu movie. I have been looking for this movie for some time. I finally found it and thuroughly enjoyed it again. Its somewhat over the top fantasy kung fu is great fun to watch with great cheesy chi effects and magic kung fu styles. Its definitel not for everyone tho if you enjoy cheesey kung fu films you will probabaly love this one as much as I do,positive
"The Best Review Ever Seen. Alejandro and Martin.After reading `Romeo and Juliet', we noticed the difficult vocabulary that Shakespeare used. It makes it difficult to follow the story because Shakespeare plays with words and even invented some expressions.We like a few characters like Mercutio, because of his sexual jokes and language. Another character that we enjoyed was The Nurse, because of her fun-loving personality. The dirty sexual humor was very unexpected and, very funny.We found strange that the prohibited love of Romeo and Juliet was not because one family was in a poor social position, but because the two families fight for their own power. We also liked its end, when Romeo and Juliet died. It's surprising because we all expect a happy end with Romeo and Juliet's marriage.In conclusion, we found the story very interesting and surprising.",positive
"The absolute worst..... I have never been so disappointed with a book. This one had some real potential, it actually kept me interested (not engrossed) through the first half. That's when things started going down hill - and fast.This one went straight into the garbage when I finished it!",negative
"True Bionic Serum. The title say it all. This Exuviance-Vespera Bionic Serum the only brand I trust to my skin. I'm using this product for about ten years now my skin looks youthfull than ever. I'm glad this product is always available. I recommend this to my friends and family, after only few applications they notice the amazing results on their skin. I thank the company for marketing a real skin care that trully works. I will not use other product except this Vespera Bionic Serum.Marietta Parry Exuviance - Vespera Bionic Serum",positive
"Disappointing. Another reviewer described Truman Capote's acting as unimpressive - decidedly a gross understatement. However, the main weakness of the film is the cornball cheap humor and lack of wit. The great cast is wasted throughout. It's worse than Mel Brooks ""History of the World"". Also, there are many convoluted attempts at twists and turns, but the results offer few surprises. In the end, it's more of a high-school script than a movie.The DVD extras are minimal and mostly unenlightening.",negative
"PT's Anesthetize.... Incredible Band !! Incredible performance !! Being a long time PROG fan...Dream Theater, Rush , P Tree, Tool..etc... I love this DVD/Blu-Ray...Looks and sounds great on my new 59"" plasma.. Get it, You won't be disappointed. !! TV not included..sorry..",positive
Batman. What a great movie. Blu-Ray is the way to go. I would not hesitate to purchase from this retailer again. I am very please with the purchase.,positive
"Great Air Mattress. For the price, it can't be beat. It's very comfortable. I ordered two so I'd have one as a backup in case one sprung a leak. I had no problems with the quality of either, although it is about 6-8"" more narrow than a standard twin so twin fitted sheets are too big.",positive
"DO NOT BUY!. If you want to spend $53 for one tiny trash can then this is the deal for you. This product should have been sold as a 6 pack but unfortunately someone messed up when they entered this product for sale. Both Amazon and Geroy's deny responsibility for the error and to date nothing has been changed. It was REALLY disappointing to get this in the mail & then have to turn around and return it. ALSO, you can't return this product without talking with someone at the amazon call center. This purchase was a huge WASTE OF TIME and I'm disappointed that it's still available.",negative
"Sad. What happened to the amazing Charlie Mars from Like A Bird, Like A Plane?? That was an incredible haunting deep pleasing album. This is not :(",negative
"Wow!!. This is the first book of Leiber's that I have read and I am very impressed. Though the book was written in the 1950's it is able to transend 40 odd years and still be relevent in todays thinking. The most interesting twist is how Leiber moved away from science explaining the supernatural to science using the supernatural to maintain control on an ignorant society of peasents. Another impressive twist to the book was Leiber's ability to move the focus of the novel from between three different, yet important characters, without any interuption. I can not wait to read more of his books.",positive
"The best book ever!. Orphaned Kit Tyler feels trapped in the bleak shores of Connecticut Colony. She hates to work and when she is forced to do so she leaves it unfinished. She hates her uncle, marvels at her cousin Mercy's patience, feels sorry for her aunt and tries to bear her annoying and selfish cousin Judith. The only place where she truly feels free and happy is in the meadows with her friend Nat and The Witch of the Blackbird Pond as the puritans call her. She also tries to keep patience with her husband-to-be. But things turn out different for her in the end. As she looks for peace in her life, she is accused for witchcraft which she can escape with the help of her seafaring friend Nat. But he is not just a friend, he is more than that. And as Kit searches for her answers she gets the results even she couldn't imagine...",positive
"Rent it before you buy it!. I'm a big fan of off the wall movies. When I read the reviews I thought this would be a great movie. I really didn't pay attention to the negative ones. The description was interesting and the cover art made it look like this girl was over the top, and would be fun to watch her. It was the WORST movie I have ever seen. It was 30 minutes into the movie before I even laughed, and that was the only laugh of the movie. I was hoping it would just end, it was so STUPID! I waisted my money big time! I've never reviewed any of my past purchases, but after watching this I had to warn people. My only recommendation is try to watch it first before you buy it. I guarantee you won't",negative
"Gotta Love Danny Kaye!. I've wanted to introduce my kids to classic movies and I decided to start with comedies. I've always been crazy about Danny Kaye - and now my kids are too! They got a kick out of it when they recognized Angela Lansbury and Glynnis Johns, and it's a really cute movie.My only problem with it is that it only has the widescreen format. I made a promise to myself not to waste any money on movies that weren't available in full-screen format, but this movie is worth making an exception to that rule.",positive
"Great Songs!. Funny Girl is an old fashioned musical telling an old fashioned story. The real life star was Fanny Brice, played by Barbra Streisand. The songs are fantastic ( especially My Man and Don?t Rain on my Parade) and the costumes are full of life and color. Omar Shariff is dashing as Nick Arnstein, the gambler husband. Walter Pidgeon is good as Folrenz Ziegfeld. Anne Francis has a small part as Fanny?s showgirl friend. Personally, I would have wanted her role to be a little larger.",positive
"A very nice album. I picked up this album without knowing what was really in it. I liked Xenogears, I liked music by Mitsuda. But this album combined the Xenogears songs and the magnitude of Mitsuda's work into a rather lively, fluid, and beautifully rendered celtic-themed album. All the songs from first track to last is filled with celtic-style renditions of the game's songs at their best. And all the low-quality midi voices you heard in the game has been turned into a glorious vocal performance on this album. Every tune seemed to have a life of its own, making this album have a unique personality. The only flaw I found was a rather repetitious feel of every song and that there weren't enough tracks on this album. But this album is certainly worth picking up.",positive
What a guy!!!. I just got my Kindle last month and I wanted to download something about the Dali Lama but it is not on Kindle... I saw this book and have been interested in Black Studies for many years and always wanted to read more about this fine gentleman... I loved this book.... Thank you.,positive
"False Advertising. I ordered a hardcopy of this book and was sent a paperback. The seller did not even have a hardcopy in stock event though the item description explicitly said that it was a hardcopy. Had to send it back, waiting for refund - this is a hassle and I still don't have what I wanted.",negative
cool robots bad acting sloppy story. The Decepticons play the Autobots like a used violin and demostrate Cybertron's AI still has a long way to go. While LaBeouf and Turturro act as if this movie is their character's last episode --- and they really over-act in this movie which is lacks the charm of the original TV cartoon.,negative
"Do not expect this CD to rekindle your love of The Box Tops.. This CD does not come close to recapturing the spirit of The Box Tops in the 60's. Of the 14 songs on this CD, only two are worth listening to. Alex Chilton has lost the distinct tones that were prevelent in his voice in his youth. As you can tell, I was highly disappointed in this CD.",negative
"CLAY AIKEN!!!!. WOW! Thank you for this wonderful cd! I truly enjoy listening to Measure Of A Man so much!!! Excellent cd, looking forward to Solitaire coming out with The Way in late January!!! A+",positive
"OMG, did these Pampers meet my expectations?. So like I get this email from Amazon. ""'Pampers Baby Dry Diapers Giant Pack Size 2 172 Count' meet your expectations? Review it on Amazon.com"". Yes. You put it on and it keeps the stuff in. What more could there to be said about Pampers? They do a better job than Luvs and Huggies. They're also more expensive. The especially good thing about this Giant Pack is that it comes with more diapers than the non-Giant Pack. That means you run out of diapers less often, and that's a good thing. Nothing like having a dirty baby with nothing to change into. I say go for the giant pack! How many people read a review about diapers? Will my review be ""liked"" on Facebook? That would be really good for my self esteem.",positive
"Nice features, poor reliability.. The first one we received was dead out of the box. It made a loud grinding and sounded like a fan hitting metal. We assumed this was due to shipping damage and received a replacement. The replacement worked fine for six months but suddenly the display panel would go blank and the clock would reset after a few minutes. The microwave has now ceased functioning altogether. The warranty states ""in-home"" service, but there are no local service facilities.",negative
"Great starter set or decor for the price.. This set is a great starter set for someone looking to enhance their bar area. Or to be used as decoration. Don't expect for it to be a well used set. The glass is very thin and easily breakable. The tray I was a lil dissapointed with. They call it acryllic, I call it plastic. It will make a great piece for your house. My first set arrived broken and used...but of course, Amazon rocks and they replaced the set. You cannot beat Amazon's, Service, Selection & Price. Thus... buy this and your satisfaction will of course be guaranteed. Buy it for $20 or less, your getting a great bargain. Any other price is ""OK.""(speaking of the 8 piece circle martini set)",positive
"DO NOT PURCHASE! Item is MISSING sketches.. This video is missing one of the funniest SNL sketches of the episode, ""Monex"" the fact that NBC Universal has deleted content from this episode should be CLEARLY marked so you know what you're getting. Additionally, it should not be priced as high if they're removing content. What's up with NBC preventing people from seeing this sketch? Did they get sued by Monex?",negative
another great classic i would have never read. So glad i started reading classics like this. Its about a little girl who grows up poor but she has reading to sustain her and help her get through the hardships of her daily living. This book will take you through a wide range of emotions and its worth every bit. This is absolutely one of the top 10 American books of all time!,positive
"The Mothman in Bits and Pieces. This book is NOT like the movie. In fact, I prefer the movie. The book is composed of bits and pieces of John Keel's and others' phenomenal experiences. It is difficult to read, not only because of the bad press printing, but also because it is very clipped and disjointed. I bought this book to delve further after seeing the movie, and ended up more confused. Go to the movie--forget the book!",negative
"This should not be listed on Amazon. This was a gigando rip-off! It does not even contain the ""The Owl and the Pussycat,"" which from the ad I expected to be included. The table of contents is a joke - listing the page numbers of each of the numbered limericks, which could have been written by almost any college freshman after 3 beers at the local bar. There was no attempt at editing, and often a limeick with one line at the bottom of one page would be continued at the top of the next.This is a book which Amazon should be ashamed to list and should be obliged to refund all of the money paid by each person taken in by the listing.",negative
Works like a charm. The only feature missing from the Apple version of this is the light in the plug tip that confirms it is seated well and shows the charging status. I can live without it for the $70 I saved.,positive
"Never try to replace one piece!. I really liked the looks of the Farberware Millenium series. I even bought both sets. My wife let our 3qt sauce pan boil dry and the aluminum melted out between the stainless and copper bottom. I thought no big deal; we will just purchase the individual pan to replace it. Farberware won't do this and unfortunately you have to buy the whole set. I even shipped it to them to see if they would replace it under warranty or in good faith. I had no such luck, they shipped it right back. I will never buy anything Farberware again!",negative
"returned it - preaches deceit; more fluff than substance. The author's target audience seems to be salaried employees working unpaid overtime, who are overweight, out of shape, watch too much TV and get too little sleep. His solution to the unpaid overtime is to lie to your employer and coworkers about how much you work at home, use oversized containers to take work home so it looks like more, schedule outside appointments late in the dy so you can just go home, etc. A lot of the book is aimed at helping people take better care of themselves and get their priorities in order, which I applaud. But that isn't what I was looking for in a time management book. I was looking for practical strategies for organizing my work and time, which it is thin on. It has some, and there are some very good ideas in there, but not really much more than a good magazine article.",negative
Wonder ful. I wasn't sure that I would like this book at the beginning. But...it did capture me and I am 62 years old! Timeless!,positive
"Souldecision's a hit!. Hey,I have been lucky enough to meet Trevor(blond spiky hair and lead singer) Dave-brown hair, Ken(other blond plays keyboards and they are very nice guys! Their cd is also good, especially Let's Do It Right, Faded, Ooh It's Kind of Crazy. If you like pop with a beat to it definately SD is for you!",positive
"great insights into a world that few ever see. fantastic investigative reporting with compelling analysis. as easy to read as a good spy thriller and as informative as a good textbook. valuable reading for anyone interested in Japanese finance and the relationship between bureaucrats, politicians, and business.read the first chapter on amazon.com and you'll be hooked.",positive
"i agree this a is good movie. Constantine is based on the D.C. comics characters ""Hellblazer"",i also dont know too much about the comics, so was gradingjust as a film and have to admit it rocked the house!!!Way to go Keanu, the cast and director. Constantine has somegreat special effects, the acting is particulary good fromeveryone from Reeves to Rachel Weisz.He plays a sort of witchcraft doctor who performs exorcismsand gets rid of demons. Suddenly, well I dont want to revealtoo much, but lets just say that this movie is worth the moneyto see it in the theater. So see ""Constantine""!!!",positive
Does Not fit the Iphone. Item was sold to fit the iphone; and its does not fit the iphone - 1st generation iphone,negative
"Typical Mid-70's Universal Quasi-Epic. This is a standard-issue 1970's Universal movie (think ""Airport '75,"" ""Earthquake,"" etc.) It has a cliche-ridden script, cardboard characterizations, blink-and-you'll-miss-them cameos by older stars and it seems to have raided the stock footage of every studio in town. The great Toshiro Mifune is rather obviously dubbed by voice actor Paul Frees. All that said, they did get most of the facts right, and if you can get past the cheese factor, it has an interesting story to tell. I just think that the pivotal naval battle of World War II deserved a more documentary approach, ala ""Tora! Tora! Tora!""",negative
"Take The Knife Up The Hill And Rent This Movie!. forget the fact that the viewer has no clue HOW hopkins' Corky got involved with the dummy, or HOW he even got famous at all. the big deal here is Hopkin's performance. reminicent of early Peter Lorre, hopkin's descent into dementia is mesmerizing, and, as ""Fats"", his high pitched Brooklynese ventriloquism is absolutely chilling.Whenever other characters (i.e. Ann Margaret and Burgess Meredith) invade the screen, the movie becomes pathetic. When Hopkins and Fats the dummy are alone together, it is one of the finest spectacles ever commited to film by a single actor.",positive
"1984- More than just philospohy. When you finish reading 1984, you don't know what to do with yourself for the next couple of hours. The themes of the novel are so thought provoking and powerful that it leaves you stupefied. However, the book is more than just a philosophical message. One of the reasons that Orwell's message is so powerful is because the characters are rich and the plot (forbidden love in a loveless world) is captivating. Not only did Orwell have some incredibly penetrating ideas, but he knew how to express them in a very well written story. 5 out of 5!",positive
"one star and one jump. This is one of the worst movies I have ever seen. I jumped once, but that doesn't make a scary movie. The first half of the film, nothing happens.. they all meet up, try to appeal to the male crowd by being all female, and you have all the typical characters. The know-it-all, the one with a bad past, the cocky one, etc. The reason this is not ""intense"" is that you see the creatures completely, they look like naked people that are all greasy (it's not a sexy as I just put it). and even the ending... spoiler... you don't know if she sees her friend who either somehow, impossibly made it out, or she is seeing it in her head, like she was doing throughout the movie. This is not even worth renting at the store.",negative
"GLORIOUSLY AFFORDABLE BRUCKNER CYCLE. I purchased these symphonies when they were issued individually and have constantly enjoyed Tintner's insights and the sheer authority of his readings. Although the conductor uses a variety of orchestras, his vision is imparted to whatever band he is conducting and the engineering and acoustics of all the venues are exemplary.It is unfortunate that Georg Tintner committed suicide because of a particularly nasty form of cancer and we are denied his insights into the symphonic cycles of Beethoven, Brahms, Mahler, Haydn, etc.There is being issued in Canada a ""Georg Tintner Commemorative Edition"" and having listened to some of the offerings, his death was a great loss to the world of music and musicology - he wrote his own liner notes to the Bruckner cycle.I highly recommend this set to any Brucknerite as it measures up to and sometimes exceeds the offerings of Jochum - and even von Karajan (no mean feat, indeed!)Timothy Wingate, Ottawa CANADA",positive
"way too sappy!. this book was okay, but it wasn't the best book i have ever read. its basically a cheesed-up romance novel about a 12-year-old. its a bit unbelievable and unrealistic, but it got exciting at the end of the book.",negative
"Dune. When you read something this good all you need to say is ""It's a great book,"" that's all. This is one of those books that you wish it would never end, but unfortunately it does, but then you get to read the sequels. This is Frank Herbert's masterpiece that started a saga and turned into several movies.The story is about young Paul Atreides (son of Duke Leto Ateides) and his family who are moving to take control of the planet Arrakis also known as Dune. Dune, however, is not a normal planet, it is all desert and is the only source of ""spice,"" the life blood of the human race. While on Dune they must overcome the Harkoneans, a noble house that will do anything to gain power.Over all this is one of the best books I've ever read and definitely the best sci-fi I've ever read. This is truly a master piece more than worthy of Frank Herbert's name. From the amazing story and great detail and description this is an astoundingly interesting book one you should read even if you don't like sci-fi.",positive
"Ghost Is The Illest and Realest!!!!!. If you have this album by now you know that Tony Starks has been keeping the Wu Tang Clan on the minds of many although they're not ""together"". His solo projects are the best out of all the Wu members. Supreme Clientele was good, but not better than Ironman. Bulletproof Wallets was nice too. Anybody that doesn't have Ironman needs to buy it. Don't bootleg it either. Remember this downloaders and artists.......good music is worth buying. A good album is worth buying.I just put it in the stereo and from the sounds of the first 2 tracks, i may have to buy another on for the car. This album (like all Ghostface albums)will be worth playing for years to come.",positive
"Horrible!. Man this game is horrible! I mean, the graphics are pretty good, but the fighting mode is terrible. First Frodo attacks and most likely misses! And in the Mines of Moria, there is a huge glitch. I got past it, but there is another one! This game stinks!!",positive
"Read this one it is great!!. I read a lot and was looking for something a little different when I picked this up at the bookstore. I do not usually read historical fiction. But I thought I should try something different and I am so glad I did. This book is well written and the characters are developed very well. I began to identify with the Characters and became very involved in the story. It is true that historically it may not be the most acurate but to those who are so critical of that let me remind you this is FICTION. YOu may want to try something nonficiton or biographical if you are looking for straight history.This book is a big book and may seem intimidating but it is not, I found it to be an easy read and I found myself up late at night trying to finish it. When I did finish it I was sorry it was over but so glad I had read it. I am now a huge Philippa Gregory fan and have already started another Of her books ""Wildacre"".",positive
"Only wish there was ""Zero Stars"" rating. Wish I had read the other reviews before purchasing this wretched ""dvd"". Beyond pathetic. It's like watching something found in an abandoned theater's basement. It actually hurts to watch a great movie being butchered by this production company.Just saw it on Turner Classic Movies - tape it in SP mode and make it a part of your permanent collection. STAY AWAY FROM THIS DVD!",negative
"This is the best R. Kelly. This is simply the best R. Kelly. I don't care what lot of people think of 12 Play but this one beats it with no competiton. Chocolate Factory is hot too, but does not strike it like this one does. My favorite songs are:Feelin' On Yo BootyA Woman's ThreatR&B; ThugStrip For YouThis is a must have!!",positive
"Wrong Wrong WRONG!. Oh come on! EVEN if you don't agree with Catholicism (as a future seminarian, I happen to) you can find BETTER material. I mean, if any educated Catholic tells you that this stuff is rubbish, you should believe them. We are not ashamed of our beleifs nor do we hide from our history. There was an inquisition (even though it was NOTHING like most Protestants try to make it), there were and are some problems (not in DOCTRINE, perhaps in management and catechesis), but nothing to the distorted degree presented in this work of fiction. I highly recommend that this book be buried forever as it might be MORE useful as landfill!",negative
"Soon to be your kid's favorite. As a Chicagoan, I am so proud to boast about Ralph's World. These songs are witty, catchy and have great messages. My one year old daughter just loves listening to them in the car. When Tra La La comes on, she starts singing ""la la la."" My husband cracks up at the song about the eighteen wheeler every time. The only track we don't like it is Harry's Haunted Halloween Circus, but it is easily skipped.",positive
"Another reason to suscribe to Prime. This was an enjoyable film that I would not have seen if I hadn't suscribed to Amazon Prime. I'm not getting any perks, etc, for reccomending Amazon Prime, but one of the features is the instant video. While many films have a rental fee, this film was included and I would not have watched it without that incentive.I found the plot of this film rather predictable, but the acting was good. I haven't seen many Danish films so it was interesting to me on a cultural level. The scenery wasn't a huge part of the film, but it showed some lovely aspects of Copenhagen. I did enjoy the film and would suggest it to people wanting a thoughtful film somewhat in the vein ofThe Descendants.",positive
"NCIS 3rd Season. This season is as good as all of them. Just a GREAT SHOW, that keeps getting better.",positive
"Disappointing. I was expecting a lot more humor. Actually, the last 5 minutes is the funniest and only made me grin.",negative
"Incredible tale, well-told. I came to this book as a fan of Melville's 'Moby Dick', having recently re-read it and wanting more. That the climax of Moby Dick is taken from an actual incident, and further, that Melville's Ahab might in fact be loosely based on an actual person (the Essex's first mate Chase) is fascinating to me. Also, it is astounding to read about and consider what the men when through during their three months in the open whaleboats after the Essex sank. Philbrick augments this part of the narrative with information gleaned from contemporary medical studies and accounts of persons who have been subject to starvation and lethal dehydration.I can't imagine what it must have been like to contemplate eating the flesh of one's comrades in order to survive, to suck the marrow from their bones to avoid dying of thirst. Incomprehensible.",positive
"Why I love this book. I liked this book a lot because it included all the ingredients a book needs to keep a reader entertained! It is filled with suspense, love, drama, intrege, revenge, etc. Not to mention that it has an excellent story line and everything ties up to something making the book even more enjoyable. IN one night I read 200+ pages.",positive
"A ""good read"". Interesting plot. Vivid characters.. A very good book from a brand new author. Interesting and different plot line. Vivid characters; especially Max. Look forward to reading more of this author's writing.",positive
"Nirvana is awesome; but home demos of great songs played with terrible quality and instruments isn't. Although it does not mention it that the songs on the CD are demos in track listing, almost single song on this CD is cheap home made demos with terrible sound quality, with the exception of a few acoustic and live performances. If you want to buy Nirvana's greatest hits and enjoy the studio quality sounds and recordings of the ones of the best bands in alt rock history, this is not your album and do not be tricked like I was.",negative
"1 star is being very generous. This movie of Joan of Arc is the WORST representation of her life ever produced. The history is not very accurate and Joan's mission was totally missed. The director seems to have forgotten that this 19 yr old girl was the catylst that eventually ended the Hundred Years War, but under God's command. This is a cheezy ""Hollywood"" production; looks are very deceiving. Don't waste your money. If you are truly interested in seeing a GOOD and more accurate movie, I suggest THE PASSION OF JOAN OF ARC, the 1928 silent film, or JOAN OF ARC with Leelee Sobieski, from 1999.",negative
"Bad ink?. Item arrived with black powdery smudges on the cover and edge of paper. I don't know if it's from the laser ink powder of the packing slip, or if it's from the printing on the cover. It is acceptable but messy. Also, the photo clearly shows a set of 2 books, but there's only one as detailed in the description.",negative
"Great on leaks!. I've used pampers for my son. This second time around I've found that I'm still usin pampers but just a different make. They keep my kids dry day and night. Baby dry diapers can really hold a full diaper, especially when your on the go. My daughter has a bit of a waist and these diapers really stretch with her, yet protect against leaks.",positive
"Narnia 2. This movie did not capture the magic of the first, but the more times I have watched it, I have enjoyed it more. The focus should be on Lucy following Aslan, yet this is a very good sequel.",positive
Wonderful book!. There are so many wonderful recipes in this book that I can't wait to try them all. It has been so much fun reading the book that I am really looking forward to getting all the ingredients and trying them. I plan to take the book over to Scotland when I visit this year to give the family some exciting new ideas. A GREAT BOOK!!,positive
"Bad memory leakes. The software is nice to work with, not very simple to use but usable none the less. The only problem I've encountered with this software is the notoriously bad encoder with memory leaks up to wazoo. If you try to encode a large movie file into mpeg2 premiere will more than likely crash on you due to bad memory management. The only solution so far is to simply restart the system and pray it wouldn't happen again. Although from my experience it seems to work the 3rd time you try. I have tried this on two brand new machines one with a new XP 32bit install and both expereienced the same issue.",negative
"it's fair. This movie wasn't that great but it's one that was relatively close to the book, unlike a lot of them. Most of the time you can read the same thing in the books and they are all out better.I wouldn't recomend buying it.. maybe renting or waiting for it to come on TV",negative
