text,true_category,word_count
from bsw utrc utc com bruce s winters subject re warped brake discs on taurus l in the past few years i have owned mustang gts and now own a t bird sc they all have had this problem there was a recall on the t bird for the brake problem the ford dealer replaced the rotors and pads but the rotors warp after about k miles between this problem and the fit and finish problems on the t bird i ll never buy a ford again i just had my rotors on my taurus gl changed less than miles ago and you guessed it i m noticing slight warpage in the left rotor i had a mechanic friend of mine look at it and he said that there is a high spot on the rotor that is causing the problem this is a brand new rotor bought from a ford dealership can t they even produce a brand new rotor that is not warped i m currently negotiating with them to swap it out for a new rotor this is my first american build car and i m not overly impressed tony,rec.autos,193
ah we are looking for good people just like you we are a very concerned group of citizens who are absolutely disgusted at the way that the majority of drivers simply disobey traffic rules like going above the speed limit passing on our right and riding our tails while all the while we respectfully abide by the rules of this great country and maintain the mandated speed limits with our calibrated certified cruise controls while keeping the respectful car length distance mph speed how many times have you been ticked off by some moron who jumps ahead in the car lengths that you have left between you and the vehicle ahead of you while driving mph finally you have an option we are a totally member supported group that perform functions for our own good for the good of this great country but most of all for those unfortunate ones that are too stupid to realize it bless their souls for a paltry you can join citizens for rationally advanced piloting c r a p a non profit members only society but but but there is a slight hitch the initiation rite to be a full fledged member of this exclusive club you must proof that you are able to be in the fast lane of the busiest interstate in your area keep the correct car lenth mph speedand i know this can be difficult with those morons around not let anybody pass you not in the next lane not in the slow lane not in the breakdown lane not nowhere for a complete list of acceptable interstates and times send and by the way over of our members are highly regarded attorneys in the auto field and they are completely absolutely positively in the business only to serve your best interests as a testament to their virtues they will give members off the initial consultation fee feel free to drop me a line at your earliest convenience and remember only speed kills,rec.autos,333
speaking of siggraph i just went through the ordeal of my annual registration for siggraph and re upping of membership in the acm last night and was i ever grossed out the new prices for membership are almost highway robbery for example siggraph basic fee went from last year to this year for the same thing a increase those facile enough to arrange a trip to the annual conference could reduce this to by selecting siggraph lite which means siggraph is charging an additional or so for the proceedings and the art show catalog essentially toplas went up in cost way outstripping the current inflation rate basic sigchi fees remainded the same but whereas before sigchi membership included uist and human factors conferences proceedings these are now an extra cost option bundling that back into the basic rate equivalent services have gone up in cost sigois membership cost has up but they ve also split out the computer supported cooperative work conference proceedings that used to be included with membership adding that cost back in means this sig also has doubled its membership fee what really galls me is that the acm sent out brochures a couple months ago touting their new approach to providing member services and tried to make it sound like they were offering new services but with the exception of a couple like siggraph all the plus services appear to be just splitting the costs into smaller piles so that they don t look so big but their recommended changes to my membership would have me paying more than last year for a increase in services measured by cost not by value and curiously a inflation rate on the publications i got last year is anyone out there as galled by this extortion as i am robert reed home animation ltd robert slipknot rain com first court west linn or shooting yourself in the foot in various languages and systems,comp.graphics,324
yet i m not bored either most people i know say that winning the second cup was better than the first but to me nothing will ever top that first one but i m every bit as excited this year and i am experiencing that inner calm to which susan originally referred inner calm is not boredom as far as the arena in general being boring well richard s got that right it s been that way all season i attribute it to a lot of new fans who just don t have the same spirit and knowledge as long time fans at last tuesday s game i overheard a man express surprise that a goaltender can get an assist anyone who follows sports with regularity knows that anything can happen at any time i m confident in the pens but i m also not stupid enough to think for one minute that it s impossible for new jersey to blow them out of this series i doubt that will happen but it s possible bored uh uh spoiled not in the least forgot what excitement is like living through that amazing streak wasn t exciting i don t take a darned thing for granted god look at chicago and i see no problem with quietly savoring all of this anyway it isn t gonna last forever and i intend to enjoy it while i can,rec.sport.hockey,236
yes but the point is that prices are competetive saturn may well be selling a car intended on giving the dealer a profit but since a comperable honda with profit is more expensive it may be well worth it to buy the saturn not necessarily it seems to me that saturn salesdroids who don t make a commision whereas their counterparts at other dealerships generally do make more per hour or whatever this means that saturn doesn t give up the profit to their employees through commision which is taken out of per car profits they just pass it along to less pressureing salesmen women maybe maybe not depends on accounting practices i d rather pay more for dealer service that doesn t cut corners to contain costs cka carolina blue honda civic dx,rec.autos,134
that s a good way to put it it s a quiet confidence i don t feel like i have to defend this team anymore the devils are a puzzle to me they have long been one of the few teams i always dreaded playing their d isn t quite what it used to be but they still usually play us pretty tough i just can t figure it out at least last night they mounted an attack bernie nichols was interviewed after game on the late news he was shaking his head in disbelief over barrasso saying that tommy is like another defenseman out there and how difficult it is playing against him then he got this far away look on his face his voice started trailing off and he said it just isn t right it just isn t fair and he tried to muster a smile as far as coaching goes a pens islanders match up should be pretty good one guy i feel sorry for in all of this so far is chris terreri i m sure tom barrasso knows how he feels for so long tommy would look up and not have a teammate in sight terreri s teammates really left him out in the cold in the first two games,rec.sport.hockey,216
hi brad i have two comments regarding your hope that the occupation will end belive that stiff resistance etc how about an untried approach i e peace and cooperation i can t help but wonder what would happen if all violence against israelis stopped hopefully violence against arabs would stop at the same time if a state of non violence could be maintained perhaps a state of cooperation could be achieved i e greater economic opportunities for both peoples living in the territories of course given the current leadership of israel your way may work also but if that leadership changes e g to someone with ariel sharon s mentality then i would predict a considerable loss of life i e no winners secondly regarding your comment about the u s troops responding to stiff resistance the analogy is not quite valid the u s troops could get out of the neighborhood altogether the israelis could not just my worth no offense intended respectfully,talk.politics.mideast,164
norman green claims that he has lost money over the last three years that he has owned the team when he bought the team it seemed kind of obvious that he was going to have to deal with a few years in the red before the team started making a profit again he gave the impression that he was willing to do so he claimed two years ago that the team needed to average only fans per game in order to pull a profit but this season the team averaged fans despite increasd ticket prices i think the team s attendence and play was clearly in an upward trend which leaves me dumbfounded as to how he could ignore that in deciding to move he was even offered the many concessions he rudely demanded such as guaranteed season ticket sales cheap rent at the other two arenas in town etc oh well i guess the bottom line is green wanted immediate huge returns in dallas and wasn t willing to wait another year or so in mn dallas gave green a pretty stellar deal to play there although i feel minnesota s was quite reasonable and he also has some cronies down there as well all this means is that minnesota is without an nhl team for a year or two too bad for the nhl,rec.sport.hockey,226
this is ridiculous and your doctor sounds like a nut if what is reported here is what the doctor actually said if your wife s pancreas stops producing insulin and therefore becomes diabetic she ll need insulin replacement that doesn t mean she s dependent on insulin anymore than she was beforehand if her body doesn t make enough she ll have to get it elsewhere oral thyroid replacement hormone therapy is the cornerstone of treatment for hypothyroidism and it s really the only effective therapy available anyway plus it s cheap taking thyroid hormone when it isn t needed does cause your thyroid gland to reduce its own production of the hormone but that s a feature not a bug and it s irrelevant in any case in the face of hypothyroidism because her problem that her gland isn t producing enough there isn t a clinical phenomenon of thyroid insufficiency caused by a sudden discontinuation of exogenous thyroid hormone analogous to adrenal insufficiency caused by the sudden cessation of prolonged administration of corticosteroids so there should be no worry about inappropriately suppressing the thyroid gland homeopathy is nonsense tell her to stop wasting her money health and time and get her to a legitimate doctor who will be in a position to make a proper diagnosis and recommend the right therapy,sci.med,223
from israeline two arabs killed and eight idf soldiers wounded in west bank car bomb explosion israel defense forces radio galei zahal reports today that a car bomb explosion in the west bank today killed two palestinians and wounded eight idf soldiers the blast is believed to be the work of a suicide bomber radio reports said a car packed with butane gas exploded between two parked buses one belonging to the idf and the other civilian both busses went up in flames the blast killed an arab man who worked at a nearby snack bar in the mehola settlement an israel radio report stated that the other man who was killed may have been the one who set off the bomb according to officials at the haemek hospital in afula the eight idf soldiers injured in the blast suffered light to moderate injuries the arab that was killed was a probably from the mossad so it is not count as a murder naftaly,talk.politics.mideast,164
i hope gordon banks did not mean to imply that notions such as hard to see candida infections causing various problems should not be investigated many researchers have made breakthroughs by figuring out how to investigate things that were previously thought virtually impossible to test for indeed i would be surprised if candida overbloom were such a phenomena i would think that candida would produce signature byproducts whose measure would then set a lower bound on the extent of recent infection i realize this might get quite tricky and difficult probably expensive and likely inconvenient or uncomfortable to the subjects but that is not the same as virtually impossible,sci.med,109
this is a good question there are major blind spots in our understanding of what makes the earth habitable for example why does the earth s atmosphere have the concentration of oxygen it does the naive answer is photosynthesis but this is clearly incomplete photosynthesis by itself can t make the atmosphere oxygenated as the oxygen produced is consumed when the plants decay or are eaten what is needed is photosynthesis plus some mechanism to sequester some fraction of the resulting reduced material on earth this mechanism is burial in seafloor sediments of organic matter mostly from oceanic sources however this burial requires continental sediments in the deep ocean the burial rate is so slow that most material is consumed before it can be sequestered this suggests that a planet without large oceans or a planet without continents undergoing weathering will have a hard time accumulating an oxygen atmosphere in particular an all ocean planet may have a hard time supporting an oxygen atmosphere there is also the problem of why the oxygen in the earth s atmosphere has been relatively stable over geological time for a period at least orders of magnitude longer than the decay time of atmospheric o to weathering in the absence of replenishment no convincing feedback mechanism has been identified perhaps the reason is the weak anthropic principle if during the last myr or so the oxygen level had dropped too low we wouldn t be here to be wondering about it,sci.space,247
this is ok in my opinion as long as the stuff returns to earth if this turns out to be true it s time to get seriously active in terrorism this is unbelievable who do those people think they are selling every bit that promises to make money i guess we really deserve being wiped out by uv radiation folks stupidity wins i guess that s true and if only by pure numbers another depressed planetary citizen hoover,sci.space,78
well i ll avoid your question for now got some learnin to do with a promise to come back with more info when i can find it i do know that batse is the primary instrument in the development of the all sky map of long term sources given that fact and the spacecraft attitude knowledge of approx arcmin we might be able to figure out how well batse can determine the location rotational of a gamma ray burster from knowledge of the all sky map s accuracy pr material for the other three instruments give accuracies on the order of fractions of a degree if that s any help speaking of gro the net world probably was happy to see that the preps for orbit adjust appear to be going well our branch guy who s helping out says that things have gone smoothly with the iso valve preps and the burns will take place in mid june anyway i m off to find out more be back when i get some info,sci.space,174
please ineed information about desk top publishe post graduate courses and if possible email address or normal mail thanks in advance,comp.graphics,21
sheesh the rumor mill strikes again but let s just assume this were true my question is this what would montreal give san jose if the sharks got first pick and took daigle,rec.sport.hockey,33
what the hell are u talking about espn showed pens devils game as advertised but the morons at espn should know that pens will kick devils ass and the game will be boring i d rather see boston buffalo game which seems to be an exciting series since noone had expected buffalo to get past the first round well let s hope they change their mind on thu s game and show some other game the pens series is really getting boring i want to see some exciting game no matter who wins if nhl wants a major network contract then they better put some brains in espn people,rec.sport.hockey,109
israel happy th birthday,talk.politics.mideast,4
most of message deleted,sci.space,4
macedonia said yesterday it had neither requested or needs such forces this is sort of like sending the national guard to bel air when the riot is in south central obviously clinton is again trying to make policy for image purposes in america rather than to try to deal with the real problem and assume a share of responsibility for the problem he obviously didn t even consult with the macedonians he was just looking at the map of the former yugoslavia for the safest place to put american troops so he could say to the europeans hey look we have troops on the ground in the former yugoslavia too now let me bomb so i can make it look like i am doing something in the american media the problem is that the blue berets in bosnia are dead meat if clinton starts bombing but clinton doesn t have the courage to ask that the blue berets leave because then he becomes primarily responsible to the bosnian policy of the un and the allies clinton wants to have his cake and eat it too he wants to feel free to use american military power for the sake of domestic us politics and his domestic image but he doesn t want to assume the primary international leadership role in the un and among the allies like bush for all his faults did in the gulf war because with leadership comes responsibility and clinton seems to want to retain the europeans as scapegoats clinton wants to leave the europeans in charge and responsible but wants to freelance on the side and if his freelancing gets too hot he wants to be able to cut and run the american public may be easily fooled european leaders aren t,talk.politics.mideast,296
gannon why don t you tell the readers of these newsgroups how you hail nazism on your bbs and post long articles claiming non whites are inferior the u s holocaust memorial museum a costly and dangerous mistake the museum is entirely funded by private donations but don t expect this fact to deter maynard btw gannon s ideological fathers also had a passion for constructing museums and collections some of which served to educate the public about the racial supremacy of the aryans one such collection was that of skeletons and there was no lack of these around letter from ss standartenfuehrer sievers to ss obersturmbannfuehrer dr brandt november trial of the major war criminals p dear comarade brandt as you know the reichsfuehrer ss has directed that ss hauptsturmfuehrer prof dr hirt be supplied with everything needed for his research work for certain anthropological researches i already reported to the reichsfuehrer ss on them skeletons of prisoners or rather jews are required which are to be supplied by the kl auschwitz however the good doctor needed some more items to complete his research testimony of magnus wochner ss guard at the natzweiler concentration camp the natzweiler trial edited by anthony m webb p i recall particularly one mass execution when about prisoners men and women all jews were killed by gassing this took place as far as i can remember in spring in this case the corpses were sent to professor hirt of the department of anatomy in strasbourg,talk.politics.mideast,251
all gimmicks stick with plain ol carnauba wax that s non abrasive eagle meguiars turtle wax and a few others are good examples the colored waxes just color in the scratches so they re not so apparent the better approach is to buff minor scratches completely off with a cleaner mild abrasive never tried liquid glass although i still have this sample they sent me a few years back,rec.autos,69
i love the idea of progressive developmental prizes but the assumption has been all along that only the u s gummint could fund the prizes it wouldn t and couldn t do such a thing but an eccentric billionaire could offer such a prize or series of prizes anyone know h ross perot or bill gates personally,sci.space,57
hello can anybody help me to find a program that converts a format named raw also known as img to the gif format or jpeg one it s desirable to be for a unix machine than for a pc raw format of a n n image is a file that contain a tail of n n characters each one referencing to the k n j pixel of the monocrome image where k and j lies between and n,comp.graphics,78
hi we are just completing a project on nebuliser performance and have a wealth of data on particle size and output which we are going to use to adjudicate a contract next week although the output data is easy for us to present there seems to be little concensus on the optimum diameter of the nebulised droplets for straightforward inhalation therapy eg for asthmatics some say that the droplets must be smaller than microns whilst others say that if they are too small they will not be effective anyone up on this topic who could summarise the current status cheers pete pete phillips deputy director surgical materials testing lab bridgend general hospital s wales pete smtl demon co uk,sci.med,119
that would be a very expensive toxin indeed,sci.med,8
it seems to me that you are the one who is supposed to do some reading i think that our major difference in opinion is on the legitimacy of sevres first thattreaty was signed by the ottoman empire therefore legally it does not bind the republic of turkey the new independence movement which by the way is not the same as the young turks naturally rejected it out of hand to say that we should accept because the germans did theirs is absurd we saw what the cosequences of such harsh treaties were in hitler second the sevres treaty was even worse than versailles it divided the ottoman empire in to several influence zones had the capital occupied the economy under allied control the army di minished to nothing but a police force in short a country in name only i d wonder if you would like to live under such conditions and for the record i donot feel sorry for the soldiers killed in izmir harbour before evacuating the city the greek forces burned it down so it serves them right as for being fooled by allied promises that too is your fault you did not come to anatolia just to enforce sevres but to take part in the plunder as well k burak ucer,talk.politics.mideast,216
there is a similar idea here in ex ussr about how many militioners it needs to place a new electric lamp the answer is nine one stays on a table and holds the lamp four hold the table and turn it and yet four run around the table in opposite direction not to make the first feel bad when being turned pitily it lacks this kind of dark humour as nick s msg does to my mind the signature should be smth like albert,talk.politics.mideast,84
these effects are a very real concern in conducting studies of new treatments researchers try to limit this kind of effect by performing studies that are blind in various ways some of these are o the subjects of the study do not know whether they receive a placebo or the test treatment i e whether they are in the control group or the test group o those administering the treatment do not know which subjects receive a placebo or the test treatment o those evaluating individual results do not know which subjects receive a placebo or the test treatment obviously at the point at which the data is analyzed one has to differentiate the test group from the control group but the analysis is quasi public the researcher describes it and presents the data on which it is based so that others can verify it it is worth noting that in biological studies where the subjects are animals such as mice there were many cases of skewed results because those who performed the study did not blind themselves it is not considered so important to make mice more ignorant than they already are though it is important that in all respects except the one tested the control and test groups are treated alike,sci.med,213
review of ford taurus sho by gene kim background last week i bought a ford taurus sho moving up from driving a toyota celica st and a oldsmobile cutlass i have been interested in buying a sho for about five months and have been combing the classifieds in denver and chicago every week i bought a remarkably clean maroon red sho with k miles on it for as far as i can tell this is about under blue book and i still have another miles before the extended service plan runs out as one should with any pre shos i made sure that the car was already refit with the upgraded clutch and pressure plate as well as having been recalled for upgraded rotors and seatbelt attachments however my sho does not have the newer rod shifter i understand i can get this for from any ford service center in addition the car received the full tune up at k miles receiving new platinum plugs and valve adjustment for a car with k miles on it the car was virtually immaculate the clearcoat paint job was devoid of any large chips or dents although the front air dam molding was covered with lots of small scratches not surprising since most of the miles were spent on the highway having driven a smaller two door coupe for so long i was a bit concerned about whether i could get used to driving a larger car to my surprise the size of the car doesn t bother me at all it seems just as nimble as my celica no comparisons with my oldsmobile visibility from the driver s seat is excellent helped mostly by of the small the quarter windows aft of the back seat door windows and in front of the c pillar and rear window parallel parking is a bit more difficult but other than that i love the size in fact i m starting to appreciate the large trunk as i pack up for a hour drive to washington dc for the summer more on the ride later in this review engine as with anyone even slightly interested in shos i was very interested in the valve l yamaha shogun engine i was not disappointed base performance of the engine under rpms is good you can even do reasonable launches from second gear although i don t make a practice of this the engine revs smoothly and eagerly tooling around town does not require many shifts this is good since the shifter is definitely one of the weakest points of the car more on this later while the performance of the engine under rpms may be unremarkable it undergoes a jekyll hyde transformation once you hit higher revs at rpms a butterfly valve opens and you can literally hear and feel the geometry of the engine changing as twelve more valves open up the engine soars to its rpm redline and you are treated to in my opinion the sweetest sounding v around the engine inexplicably sounds overjoyed to be at rpm i ve noticed that when i drive around town i constantly watch the tach to see how far below rpm i am to go from rpm to you may have to punch the accelerator while torque is more than adequate it doesn t come fully online until those other valves are used transmission when car and driver first reviewed the car in they marvelled at how ford had put such a wimpy clutch and balky shifter into the car i remember driving a friend s parent s sho in and remember thinking about whether i had the leg strength to drive the car in traffic the clutch was that stiff that was back then the entire clutch assembly on my sho has been replaced under a ford recall in the clutch on the sho feels no stiffer than the one on my toyota celica in fact the friction point seems a bit larger and more forgiving when playing with the shifter with the car parked the shifter felt very reasonable the and gates were where you d expect it to be and the shifting action was smooth on the road it s much the same but you have to shift slowly make no mistake it s a clumsy shifter when hurrying shifts like when i was initially trying to impress friends i consistently miss the shift often grope clumsily for the shift and sometimes even muff the shift i find this pretty amazing in a car like this it also took me several days to realize that you get the smoothest shifts when you take your time seems obvious but compared to my toyota and my friend s honda this seems atrocious and clumsy someone on rec autos noted that crxs should blow shos off the line because of the incredibly clumsy shifter i now shift much more sedately and the shifter seems more reasonable when you play within these bounds the shifter works smoothly with no surprises i don t know whether the rod shifter upgrade would help at all along these same lines i initially had trouble shifting gears smoothly again slowing down the shifts and taking more care to match revs when letting out the clutch helped immensely this took several days for me to get the hang of i think some of my problems were because i ve never had a car with enough power to balk at bad shifts in higher gears occasionally i have trouble shifting into reverse the shifter refuses to enter the gate and i often grind the synchros trying to get it into gear i ll be watching this carefully in the next couple of months a quirk when i upshift and the engine drops back to rpm i hear a whirring and then a grinding noise coming from the the engine compartment not terribly loud but the passenger can definitely hear it i asked about it when i was looking at the car as do all my passengers apparently this is a definitely a sho sound and is the gearbox apparently called gear rollover replies to my queries on rec autos are at the end of this review exterior as i mentioned before i am astounded by how well the body of this sho has stood up paint chipping on the front bumper and grille are virtually non existent looking at how older tauri sometimes don t age so gracefully i wonder what the guys at ford did differently to the sho bodies the body in my opinion is extremely attractive with matching color body moldings than the stock tauri for some odd reason the sho seems different enough from vanilla tauri to get stares at stoplights of course this could be my overactive imagination shos get fog lights a more open grille a completely monochromatic exterior and a deeper ground skirt in the back with sho stenciled in relief i ve seen a couple shos whose owners have colored these in with florescent colors or in black yuck i don t think the car is flashy i like it that way i feel almost anonymous with all those tauri out there but different and distinctive enough to those of us who care interior the interior is what really makes me feel like i don t deserve the car the seats are grey leather the steering wheel and shifter are covered with black leather and the entire instrument panel is done in a black grey metallic scheme the instrumentation is stock taurus except for the mph speedo and rpm tach you get a center console with two cupholders a large compartment under the radio great for a cd player an armrest that contains yet another compartment three appropriately sized coin holders for tollways i think and a compartment for holding cassette tapes there s map holders in the doors and an oddly small glove compartment i spilled a whole can of coke in the cupholder and was delighted to find that the entire rubber holder can be removed and washed in a sink hey i m really impressed with the ergonomics and thoughtfulness that went into its design and it s a before the interior was upgraded the backseat is bigger than any car i ve had why do they need so much space no smart ass comments please the driver and passenger seat have lumbar and side bolsters from what i hear it s not uncommon for the side bolsters to show wear mine is no exception the left side bolster on the driver s has cracked and i m not convinced the right bolster is inflating all the way a big surprise for me i forgot that shos don t have a normal hand parking brake instead they have the regular parking brake that you press with your left foot too bad again i m getting used to it but it seems a bit anachronistic to me ride the suspension is nice and stiff too stiff it s stiffer than any car i ve had a friend s new toyota celica st seems tauter and is still able to soak up bumps better the sho seems stiffer with less ability to soak up bumps driving over railroad tracks is a noisy and jarring affair on the other hand taking turns feels wonderful because the body is so rigid and doesn t flex at all i listened for that before i bought the car on the highway the ride is great when i drove the car from chicago back to purdue i had trouble keeping under mph let alone from trying to see what mph really feels like it s a relatively quiet ride but the sunroof rattles i ve tried to find out what exactly makes all the noise up there but it seems to be the window that rests on the rails no easy way to get rid of it i think over the past three days i ve oscillated between thinking the suspension is wonderful and perfect and thinking that the ride is way too rough not for me mind you but i wonder whether i would advise my dad to buy one for himself but i ve discovered as with the shifter if you take your time with shifts you ll have no reason to complain let me explain the ride is worst when turning and applying lots of power to the wheels i feel the wheels scrabbling for traction and torque steer making the car skitter left and right after i understood this i avoid the limits of traction and i m a happy camper again it s not body rigidity but the composure of the car as if matching the suspension the steering feel is quite heavy my first impression of driving my sho was how hard you had to turn the wheel at highway speeds it tracks straight as an arrow but when driving around a parking lot the high effort steering didn t seem so useful however it s reasonable but it doesn t communicate the road to the driver as well as a ford probe gt imho it s much better than the steering on my celica st i wonder how bad this car is during winter miscellaneous notes gripes the rattles from the sunroof is intermittent some days it rattles loudly other days i look up wondering where all the noise went activating the sunroof is sometimes very noisy loud squealing as it retracts on its rails i wonder if there is a quick fix for this again other days it completely disappears function of humidity once i made the connection between the sometimes awful feeling suspension and torque steer i ve never complained about ride i wish the seats had more support under the thighs also i wish the side bolsters would close more tightly i hear that tires for this car can get really expensive i currently have goodyear gt s that cost the previous owner for four i used to hate the ford stereo systems whose idea was it to use a volume paddle now to my amazement i don t really mind and sometimes think it s an okay idea pretty ridiculous though getting up to rpm sometimes seems to be a chore but this is no big deal there is more than enough torque down low i often goof up the shifting when driving with friends it took me a couple of days before i could really shift smoothly from nd to rd gear hard to believe isn t it my car has almost miles on it my parents noted that it is almost impossible to find a low mileage sho astute observation imho i wonder how long i can make my sho last i just bought a book titled drive it forever for tips in this department the goofy parking brake pedal still throws me for a loop i once parked the car in gear and then accidentally let out the clutch after i started it the car jolted forward and bounced off the car in front of me no paint damage at all but starting the car is a whole new ritual for me with that fangled pedal also i began to wonder how strong that brake really is today i backed out of parking spot today and started to drive away before i noticed the glowing brake light oops the driver s power window creaks when closed all the way the same thing happens in my parents mercury sable oddly all the other windows work smoothly likes i m liking the interior amenities more and more each day the cupholders are great i didn t expect to use the keyless entry buttons so much but it really is handy you can lock all the doors by pressing the and buttons together neat and you can never lock yourself out of the car i really feel like i don t deserve this car i really can t believe that i could afford it i got this car ten years ahead of schedule i love this car so much that i ve been telling my parents to look into buying one i love this car so much that i wrote this k file i meant to write a couple of lines and ended up with this if there were a j d powers survey for used car owners i would have an opportunity to express my incredible satisfaction of owning this car i don t like thinking about getting another car but at this point in time i m sure i d buy another sho for under you can t beat it next time with an airbag and abs though insurance wise this car is also a big win i pay the same premiums as on my toyota celica despite that it has nearly twice the horsepower other odds and ends much to my amazement there is no sho mailing list anywhere maybe because the sho registry publication has filled this void i haven t joined yet but i ve noticed that queries about shos still appear on rec autos about once a month owners of shos are always quick to respond and are very vocal fans of the cars maybe some of the most vocal on rec autos i ve put together the responses to my questions about the cars as well as other posts with useful information on these cars i ll be posting this in the form of a faq soon if anyone is interested in starting a mailing list please speak up i don t know if i have the resources here at purdue to start one but maybe someone out there does,rec.autos,2637
a cash award is ok a time limit would be nice you can t give away mining rights assuming there s anything to mine because you don t own them sig files are like strings every yo yo s got one,sci.space,41
teflon a contribution from the space program since the french were using teflon on household items in the early s it is unlikely that it was invented by nasa as for pacemakers and calculators again those are anecdotally connected with nasa,sci.space,41
i would appreciate any thoughts on what makes a planet habitable for humans i am making asumptions that life and a similar atmosphere evolve given a range of physical aspects of the planet the question is what physical aspects simply disallow earth like conditions eg temperature range of k to k where temp is purely dependant on dist from the sun and the suns temperature atmospheric presure i know nothing of human tolerance planetary mass again gravity at surface is important how much can human bodies take day after day also how does the mass effect atmosphere i thinking of planets between and times mass of the earth i suppose density should be important as well climate etc does not concern me nor does axial tilt etc etc just the above three factors and how they relate to one another jonathan,sci.space,141
ya know that kind of funny cause i ve seen kariya on campus with a sharks hat on pat ellis p s go bruins go umaine black bears number hockey east regulars season champions hockey east tournament champions paul kariya hobey baker award winner ncaa div hockey tournament champions,rec.sport.hockey,49
i understand caddy is working on one double battery super high perf engine more gauges a bit stretched etc lots of communication equipment the works color selection is limited though the problem is that the guy at penn avenue is about to get it pres clinton last time it was a lincoln this time a caddy not to my knowledge i know gm does conversion work for things like hot climates i e the chevy caprices sold to the middle east but things like that are always done by third parties not the manufacturer maybe you will need to buy a specific package that has beefed up everything perhaps the police cruiser package on the caprice crown vic and start from there and i wuz drivin along in my armored seville sts and this punk pulls out of nowhere with an rpg rocket propelled grenade but the bulletproof windshield stopped him don t think many people on the net have a need for bulletproof cars check with local armored service companies security bodyguard places they d know best i think your average luxury car dealer will have a coronary if you told them i ll take the blue caprice with options fz fuzzy dice pr power everything and ar armor i believe an article on the conversion process appeared in the car press within the last few months spiros,rec.autos,229
that was clint malarchuk that was a very dangerous accident he could he died right there on the ice however he has played since but i don t know where he is now i think he is still playing but i m not positive he was a sabre at the time i don t know who skated into him though i remember a couple of seasons before the malarchuk incident borje salming of toronto fell down in the crease and someone skated into his face that took a lot of stiches to fix,rec.sport.hockey,93
can anyone tell me where i might find stereo images of planetary and planetary satellite surfaces gifs preferred but any will do i m especially interested in stereos of the surfaces of phobos deimos mars and the moon in that order thanks,sci.space,42
they finally started going to the net see what happens when you create some traffic muller deserves full marks what a player and damphousse finally started skating roy thankyouthankyouthankyou was excellent did you see that third period save on young and the defense was taking out quebec players in the zone anybody else wonder if hextall will feel like a dweeb when he finds out that the winning goal went in off his own d man s skate whatta suck although he is playing really well sure it does on sunday when the b s are golfing and the habs are tied you ll see what i mean,rec.sport.hockey,108
the subject says it all my chev s pickup s left turn signal does not stop after turning what cause this to stop automaticaly is this a mechanical problem by the steering wheel,rec.autos,33
call for presentations navy scientific visualization and virtual reality seminar tuesday june carderock division naval surface warfare center formerly the david taylor research center bethesda maryland sponsor ness navy engineering software system is sponsoring a one day navy scientific visualization and virtual reality seminar the purpose of the seminar is to present and exchange information for navy related scientific visualization and virtual reality programs research developments and applications presentations presentations are solicited on all aspects of navy related scientific visualization and virtual reality all current work works in progress and proposed work by navy organizations will be considered four types of presentations are available regular presentation minutes in length short presentation minutes in length video presentation a stand alone videotape author need not attend the seminar scientific visualization or virtual reality demonstration byoh accepted presentations will not be published in any proceedings however viewgraphs and other materials will be reproduced for seminar attendees abstracts authors should submit a one page abstract and or videotape to robert lipman naval surface warfare center carderock division code bethesda maryland voice fax e mail lipman oasys dt navy mil authors should include the type of presentation their affiliations addresses telephone and fax numbers and addresses multi author papers should designate one point of contact deadlines the abstact submission deadline is april notification of acceptance will be sent by may materials for reproduction must be received by june for further information contact robert lipman at the above address please distribute as widely as possible thanks robert lipman internet lipman oasys dt navy mil david taylor model basin cdnswc or lip ocean dt navy mil computational signatures and voicenet structures group code factsnet bethesda maryland phishnet stockings long legs,comp.graphics,283
is there an ftp site for maps of the us preferably aerial photographs,comp.graphics,13
you probably mean rohypnol a member of the benzodiazepine family chemical name is flunitrazepam it is such a strong tranquilizer that it is probably best refered to as a hypnotic rather than a tranquilizer just one pill will knock you on your ass side effects may be similar to valium xanax serax librium and other benzodiazepines,sci.med,56
tc do you as i do agree that this sort of peace process is needed tc what about the particular points mentioned in the article is what tc israel is supposedly going to propose good does it go too far tc not far enough tc if you don t agree that a peace process is needed what is i personally think that a peace process is needed since only through negotiations will the future generations be able to live in stability unfortunately not all think like this we have cases like anas omran hamza saleh jle mohammed reza mehmed abu abed anwar mohammed and others who think that jihad is the only solution i wish that people including myself would have more objective views like tim basil and shai for example and put the rhetoric aside and start discussing substance my view is that israel has made more gestures towards its arab foes than the opposite what have the sysrians given to us or proposed what have the palestinians proposed if the palestinians would just revoke or rewrite their charter or just condemn acts of palestinian violence that would be a good start the palestinians have all to gain from these negotiations its seems though that they are not strong enough to make decisions on their own and are plagued by internal strife that is why we are not getting anywhere fundamentalism is slowly taking over in the territories then it will be too late to discuss issues with the palestinians since they will only vow for the destruction of israel arabs must take example on egypt egypt came to the bargaining table got what it wanted from israel and there is now peace and cooperation between the two countries the tougher you play ball with israel the tougher israel gets tsiel tsiel,talk.politics.mideast,303
